-1.468959573374044592e+00,5.759995122335763718e+00
8.451051977473833077e+00,-2.377148039960867987e-01
3.903195518555621080e-01,5.495947017581701566e+00
1.350722019790719930e+00,5.499433076996052883e+00
1.329910747341976007e+00,2.952555395394419246e+00
5.777968353788965672e+00,1.179139375692149772e-01
-5.267222446509658873e+00,7.416705211029140932e-01
2.451764541937550668e+00,6.874480078760165647e+00
9.516858914929884339e-01,4.956272987299695565e+00
-9.760305175566287295e-01,6.270465771566280822e+00
-2.730466057783665912e-01,6.254106196955222075e+00
-4.623029501056931778e+00,-4.120632901271540915e-01
5.391864696574306670e+00,9.349430423649480737e-01
4.730271171180847389e+00,5.569355986831689975e-01
2.177904445459070359e+00,3.143278024913805702e+00
-3.078915594480419848e+00,5.167045976342526936e-01
-6.451665988077633251e+00,2.823814402919376576e+00
-4.844032037944997704e+00,2.577723648589880789e-01
5.385211806320699957e+00,4.146517619536506383e-02
5.104315654270411784e+00,-1.441417077863912599e+00
4.011158591793539507e+00,1.692568886280364726e+00
-2.900455382353605227e+00,1.161111441278318779e+00
1.820899726735937696e+00,5.432753886050551984e+00
-1.754303449423493699e+00,4.628905060806909333e+00
-4.872101858119203932e+00,-4.517172703727537209e-01
5.832448603003682841e+00,2.098171464249762419e+00
-3.239707270065415923e+00,5.060780016094662770e+00
-5.354610164266658145e+00,-2.679108266559569462e-01
5.945860506280411073e+00,-1.119159632928159676e+00
-1.531070559618225024e+00,5.381018629040104528e+00
5.122786782856953991e+00,6.691151763445807310e-01
-7.031222203039703800e+00,-1.014813472246638648e+00
3.610857975600044512e+00,3.874807385348567612e-01
-6.388194937758186143e+00,-6.688339840743483533e-01
-4.818937431275492345e-01,3.684980056842623419e+00
3.773089208142723194e+00,-1.116571479924161198e-01
-1.418896125947435083e+00,5.311136704610889048e+00
-5.973133286586351787e+00,2.902309217150160769e+00
-3.366595735384150689e+00,-1.799656022289727764e+00
7.590467472413386041e+00,-4.529664272197919672e-01
-4.248687899680553492e+00,-3.856276014008274133e-01
-4.617087244176597771e+00,1.020009117218470873e+00
-5.932641090255913241e+00,2.911034612608525141e+00
5.614824769899418477e+00,2.476626522464994373e+00
5.173987796651535298e+00,-3.586111090895606757e-01
2.020668162789808486e-01,1.931538563292846788e+00
-6.730395319855535519e+00,-1.436743263862007902e+00
-3.221025525856501925e+00,1.291238615859134020e+00
6.816985454743972994e+00,-2.071094549101510848e-02
2.100589100699008227e-01,3.539737843442637200e+00
-6.998855661056624378e-01,5.504311333032704923e+00
-4.710181447417680189e+00,1.141676086406773427e+00
-5.251567383510574061e+00,1.690005345219157407e-01
-4.422283440798025489e-01,2.216303760586151750e+00
-2.468739185322368801e+00,4.151145175549579847e+00
4.915107632673366922e+00,2.514633559833905907e-01
-2.350108005186916316e+00,5.622681548865916312e+00
-5.327165980018547131e+00,2.040288755641323781e-01
9.467282332701870695e-02,6.613244149318215470e+00
1.139113542059092321e+00,6.317720655622116155e+00
7.995150884536440516e-01,5.666764865932506723e+00
1.765596153640416333e+00,4.070003972383124946e+00
-1.692784098898867384e+00,8.366250129079780606e+00
3.876940528186535728e-02,4.729563851138371078e+00
5.329290915687241004e+00,-2.125235959707303834e+00
-5.521506033884474363e+00,-6.126241539133089192e-02
1.870873406160917352e+00,2.827225739185195152e+00
-2.885600367505368968e+00,-7.537592576219040996e-01
-4.784551213289996774e+00,9.124851459263750852e-01
-1.443746203860656108e+00,4.724894159907373492e+00
5.854740279553683813e+00,7.549893742327127288e-01
-4.985886035166493535e+00,2.293197016072844097e+00
1.017157001679867445e+00,3.615280057259454782e+00
-6.241583738633118550e+00,-1.363509397089611053e+00
-5.941772939594431868e+00,3.683772995456469079e-01
6.659785175512723754e+00,1.567230711854489922e+00
