10.01
10.07
10.32
9.75
10.33
10.13
10.36
10.32
10.13
10.16
10.58
10.62
10.86
11.2
10.74
10.56
10.48
10.77
11.33
10.96
11.16
11.7
11.39
11.42
11.94
11.24
11.59
10.96
11.4
11.02
11.01
11.23
11.33
10.83
10.84
11.14
10.38
10.9
11.05
11.11
11.01
11.22
11.21
11.91
11.69
10.93
10.99
11.01
10.84
10.76
10.77
10.88
10.49
10.5
11
10.98
10.61
10.48
10.53
11.07
10.61
10.86
10.34
10.78
10.8
10.33
10.44
10.5
10.75
10.4
10.4
10.34
10.55
10.46
10.82
